,GeneID,EC#,EC,Superpathway
0,gi|284047386|ref|NC_013740.1|:c1753819-1752638|905|g__Acidaminococcus.s__Acidaminococcus_fermentans|UniRef90_D2RLJ3|UniRef50_C7XRX0,ec:0.0.0.0,,
3298,gi|224485585|ref|NZ_EQ973371.1|:c42799-41705|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JHI4|UniRef50_R6VJ90,ec:0.0.0.0,,
3299,gi|224485572|ref|NZ_EQ973358.1|:c171268-170150|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JR56|UniRef50_R5RDE7,ec:0.0.0.0,,
3300,gi|224485570|ref|NZ_EQ973356.1|:c417589-416474|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D3D6|UniRef50_R5DIW8,ec:0.0.0.0,,
3301,gi|224485574|ref|NZ_EQ973360.1|:428489-429556|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6CZI7|UniRef50_R6K7N0,ec:0.0.0.0,,
3302,gi|224485583|ref|NZ_EQ973369.1|:76288-77376|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3R1N5|UniRef50_C3QLU3,ec:0.0.0.0,,
3303,gi|224485569|ref|NZ_EQ973355.1|:c49349-48276|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D4VPX3|UniRef50_R5DBY9,ec:0.0.0.0,,
3304,gi|224485573|ref|NZ_EQ973359.1|:c268956-268027|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C6IFN3|UniRef50_W6S650,ec:0.0.0.0,,
3305,gi|224485574|ref|NZ_EQ973360.1|:422620-423540|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q8A2K0|UniRef50_R5FD05,ec:0.0.0.0,,
3306,gi|224485587|ref|NZ_EQ973373.1|:44622-45566|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R5V0T5|UniRef50_R5S6K7,ec:3.1.1.11,ec:3.1.1.11,Carbohydrate metabolism
3306,gi|224485587|ref|NZ_EQ973373.1|:44622-45566|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R5V0T5|UniRef50_R5S6K7,ec:3.1.1.11,ec:3.1.1.11,Global and overview maps
3307,gi|224485571|ref|NZ_EQ973357.1|:c339247-338300|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6J6C4|UniRef50_O32978,ec:2.5.1.47,ec:2.5.1.47,Amino acid metabolism
3307,gi|224485571|ref|NZ_EQ973357.1|:c339247-338300|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6J6C4|UniRef50_O32978,ec:2.5.1.47,ec:2.5.1.47,Energy metabolism
3307,gi|224485571|ref|NZ_EQ973357.1|:c339247-338300|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6J6C4|UniRef50_O32978,ec:2.5.1.47,ec:2.5.1.47,Global and overview maps
3307,gi|224485571|ref|NZ_EQ973357.1|:c339247-338300|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6J6C4|UniRef50_O32978,ec:2.5.1.47,ec:2.5.1.47,Global and overview maps
3307,gi|224485571|ref|NZ_EQ973357.1|:c339247-338300|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6J6C4|UniRef50_O32978,ec:2.5.1.47,ec:2.5.1.47,Global and overview maps
3308,gi|224485578|ref|NZ_EQ973364.1|:c257808-256921|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_unknown|UniRef50_R6SYJ3,ec:0.0.0.0,,
3309,gi|224485600|ref|NZ_EQ973386.1|:c2635-1733|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3R448|UniRef50_R5MKW3,ec:0.0.0.0,,
3310,gi|224485583|ref|NZ_EQ973369.1|:c87758-86781|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D446|UniRef50_R6KTV4,ec:0.0.0.0,,
3311,gi|224485573|ref|NZ_EQ973359.1|:c22393-21398|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D6R4|UniRef50_J0S1M2,ec:0.0.0.0,,
3312,gi|224485575|ref|NZ_EQ973361.1|:344556-345551|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6CW89|UniRef50_R6CZ72,ec:0.0.0.0,,
3313,gi|224485574|ref|NZ_EQ973360.1|:c227582-226578|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6K694|UniRef50_R6K694,ec:0.0.0.0,,
3314,gi|224485580|ref|NZ_EQ973366.1|:c27557-26565|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q5L8D6|UniRef50_A6LEG5,ec:2.7.7.6,ec:2.7.7.6,Nucleotide metabolism
3314,gi|224485580|ref|NZ_EQ973366.1|:c27557-26565|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q5L8D6|UniRef50_A6LEG5,ec:2.7.7.6,ec:2.7.7.6,Nucleotide metabolism
3314,gi|224485580|ref|NZ_EQ973366.1|:c27557-26565|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q5L8D6|UniRef50_A6LEG5,ec:2.7.7.6,ec:2.7.7.6,Global and overview maps
3315,gi|224485583|ref|NZ_EQ973369.1|:30499-31452|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q8A804|UniRef50_D5EH68,ec:0.0.0.0,,
3316,gi|224485574|ref|NZ_EQ973360.1|:c53501-52542|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R5S1Y5|UniRef50_R5S0C0,ec:0.0.0.0,,
3317,gi|224485569|ref|NZ_EQ973355.1|:133411-134358|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D4VGV5|UniRef50_R5UTD2,ec:2.7.1.26,ec:2.7.1.26,Metabolism of cofactors and vitamins
3317,gi|224485569|ref|NZ_EQ973355.1|:133411-134358|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D4VGV5|UniRef50_R5UTD2,ec:2.7.1.26,ec:2.7.1.26,Global and overview maps
3317,gi|224485569|ref|NZ_EQ973355.1|:133411-134358|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D4VGV5|UniRef50_R5UTD2,ec:2.7.1.26,ec:2.7.1.26,Global and overview maps
3318,gi|224485570|ref|NZ_EQ973356.1|:c389341-388379|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6KBS3|UniRef50_R6KBS3,ec:0.0.0.0,,
3319,gi|224485578|ref|NZ_EQ973364.1|:c126617-125655|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q8A0T4|UniRef50_R5DP24,ec:0.0.0.0,,
3320,gi|224485569|ref|NZ_EQ973355.1|:c395121-393832|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D524|UniRef50_R6DDF3,ec:0.0.0.0,,
3321,gi|224485569|ref|NZ_EQ973355.1|:c382349-381060|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D518|UniRef50_D6D518,ec:5.5.1.4,ec:5.5.1.4,Biosynthesis of other secondary metabolites
3321,gi|224485569|ref|NZ_EQ973355.1|:c382349-381060|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D518|UniRef50_D6D518,ec:5.5.1.4,ec:5.5.1.4,Carbohydrate metabolism
3321,gi|224485569|ref|NZ_EQ973355.1|:c382349-381060|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D518|UniRef50_D6D518,ec:5.5.1.4,ec:5.5.1.4,Global and overview maps
3321,gi|224485569|ref|NZ_EQ973355.1|:c382349-381060|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D518|UniRef50_D6D518,ec:5.5.1.4,ec:5.5.1.4,Global and overview maps
3322,gi|224485574|ref|NZ_EQ973360.1|:c189095-187800|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6KPF9|UniRef50_R7LCU5,ec:0.0.0.0,,
3323,gi|224485583|ref|NZ_EQ973369.1|:c121114-119795|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JKR5|UniRef50_R5TZY1,ec:0.0.0.0,,
3324,gi|224485581|ref|NZ_EQ973367.1|:c47431-46115|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q5LCV9|UniRef50_Q9FKK7,ec:5.3.1.5,ec:5.3.1.5,Carbohydrate metabolism
3324,gi|224485581|ref|NZ_EQ973367.1|:c47431-46115|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q5LCV9|UniRef50_Q9FKK7,ec:5.3.1.5,ec:5.3.1.5,Carbohydrate metabolism
3324,gi|224485581|ref|NZ_EQ973367.1|:c47431-46115|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q5LCV9|UniRef50_Q9FKK7,ec:5.3.1.5,ec:5.3.1.5,Global and overview maps
3325,gi|224485573|ref|NZ_EQ973359.1|:c25632-24322|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q8A9A2|UniRef50_A0M3K8,ec:2.8.4.4,,
3326,gi|224485580|ref|NZ_EQ973366.1|:80924-82234|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JHV8|UniRef50_R6JHV8,ec:0.0.0.0,,
3327,gi|224485572|ref|NZ_EQ973358.1|:493388-494701|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6RZY1|UniRef50_K0WJ22,ec:0.0.0.0,,
3328,gi|224485578|ref|NZ_EQ973364.1|:3095-4408|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_U2CE72|UniRef50_Q5L8K8,ec:0.0.0.0,,
3329,gi|224485580|ref|NZ_EQ973366.1|:c152726-151416|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JJN6|UniRef50_E6SVP2,ec:0.0.0.0,,
3330,gi|224485575|ref|NZ_EQ973361.1|:c417209-415899|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6KBG4|UniRef50_R6B5F2,ec:0.0.0.0,,
3331,gi|224485595|ref|NZ_EQ973381.1|:11531-12790|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6KF15|UniRef50_R6KF15,ec:2.7.13.3,,
3332,gi|224485570|ref|NZ_EQ973356.1|:c568371-567112|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6J7Z4|UniRef50_R7JE67,ec:0.0.0.0,,
3333,gi|224485570|ref|NZ_EQ973356.1|:c156774-155518|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6CWU2|UniRef50_R5I0N5,ec:0.0.0.0,,
3334,gi|224485570|ref|NZ_EQ973356.1|:631571-632851|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q5LG64|UniRef50_B2GAM0,ec:4.2.1.11,ec:4.2.1.11,Carbohydrate metabolism
3334,gi|224485570|ref|NZ_EQ973356.1|:631571-632851|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q5LG64|UniRef50_B2GAM0,ec:4.2.1.11,ec:4.2.1.11,Energy metabolism
3334,gi|224485570|ref|NZ_EQ973356.1|:631571-632851|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q5LG64|UniRef50_B2GAM0,ec:4.2.1.11,ec:4.2.1.11,Global and overview maps
3334,gi|224485570|ref|NZ_EQ973356.1|:631571-632851|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q5LG64|UniRef50_B2GAM0,ec:4.2.1.11,ec:4.2.1.11,Global and overview maps
3334,gi|224485570|ref|NZ_EQ973356.1|:631571-632851|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q5LG64|UniRef50_B2GAM0,ec:4.2.1.11,ec:4.2.1.11,Global and overview maps
3334,gi|224485570|ref|NZ_EQ973356.1|:631571-632851|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q5LG64|UniRef50_B2GAM0,ec:4.2.1.11,ec:4.2.1.11,Global and overview maps
3335,gi|224485575|ref|NZ_EQ973361.1|:c431311-430031|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6SZ51|UniRef50_S6CE85,ec:0.0.0.0,,
3336,gi|224485570|ref|NZ_EQ973356.1|:c391497-390214|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JEF1|UniRef50_R7ENH8,ec:0.0.0.0,,
3337,gi|224485587|ref|NZ_EQ973373.1|:c59316-57951|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6K5P9|UniRef50_R6B8K3,ec:0.0.0.0,,
3338,gi|224485586|ref|NZ_EQ973372.1|:c58557-57190|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6SBU8|UniRef50_R6XM86,ec:0.0.0.0,,
3339,gi|224485595|ref|NZ_EQ973381.1|:c11056-9683|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JSL5|UniRef50_Q8A064,ec:0.0.0.0,,
3340,gi|224485572|ref|NZ_EQ973358.1|:512075-513448|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R5U2H7|UniRef50_R5DFU4,ec:0.0.0.0,,
3341,gi|224485576|ref|NZ_EQ973362.1|:c156931-155531|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q8A1F8|UniRef50_R5V6X2,ec:0.0.0.0,,
3342,gi|224485569|ref|NZ_EQ973355.1|:c399473-398076|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D528|UniRef50_R5V2J4,ec:0.0.0.0,,
3343,gi|224485575|ref|NZ_EQ973361.1|:c314852-313515|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_P94316|UniRef50_B2RKJ1,ec:1.4.1.2,ec:1.4.1.2,Amino acid metabolism
3343,gi|224485575|ref|NZ_EQ973361.1|:c314852-313515|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_P94316|UniRef50_B2RKJ1,ec:1.4.1.2,ec:1.4.1.2,Amino acid metabolism
3343,gi|224485575|ref|NZ_EQ973361.1|:c314852-313515|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_P94316|UniRef50_B2RKJ1,ec:1.4.1.2,ec:1.4.1.2,Metabolism of other amino acids
3343,gi|224485575|ref|NZ_EQ973361.1|:c314852-313515|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_P94316|UniRef50_B2RKJ1,ec:1.4.1.2,ec:1.4.1.2,Energy metabolism
3343,gi|224485575|ref|NZ_EQ973361.1|:c314852-313515|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_P94316|UniRef50_B2RKJ1,ec:1.4.1.2,ec:1.4.1.2,Global and overview maps
3343,gi|224485575|ref|NZ_EQ973361.1|:c314852-313515|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_P94316|UniRef50_B2RKJ1,ec:1.4.1.2,ec:1.4.1.2,Global and overview maps
3344,gi|224485584|ref|NZ_EQ973370.1|:c49448-48108|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R5US36|UniRef50_R5PHZ4,ec:0.0.0.0,,
3345,gi|224485580|ref|NZ_EQ973366.1|:c31606-30266|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_UPI000468619C|UniRef50_R5VG84,ec:0.0.0.0,,
3346,gi|224485570|ref|NZ_EQ973356.1|:61799-63139|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6K9Q0|UniRef50_R6T447,ec:0.0.0.0,,
3347,gi|224485572|ref|NZ_EQ973358.1|:350713-352038|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R7KS02|UniRef50_F0R621,ec:0.0.0.0,,
3348,gi|224485570|ref|NZ_EQ973356.1|:63187-64341|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q64VS5|UniRef50_A6LCK4,ec:2.7.1.6,ec:2.7.1.6,Carbohydrate metabolism
3348,gi|224485570|ref|NZ_EQ973356.1|:63187-64341|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q64VS5|UniRef50_A6LCK4,ec:2.7.1.6,ec:2.7.1.6,Carbohydrate metabolism
3348,gi|224485570|ref|NZ_EQ973356.1|:63187-64341|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q64VS5|UniRef50_A6LCK4,ec:2.7.1.6,ec:2.7.1.6,Global and overview maps
3349,gi|224485569|ref|NZ_EQ973355.1|:c168393-167257|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6J2J8|UniRef50_R5GVY8,ec:0.0.0.0,,
3350,gi|224485574|ref|NZ_EQ973360.1|:232735-233868|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6J563|UniRef50_R5I518,ec:0.0.0.0,,
3351,gi|224485569|ref|NZ_EQ973355.1|:c48186-47062|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R5U1H3|UniRef50_E3I2L8,ec:3.6.4.13,,
3352,gi|224485573|ref|NZ_EQ973359.1|:576284-577423|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6S790|UniRef50_R6S790,ec:0.0.0.0,,
3353,gi|224485576|ref|NZ_EQ973362.1|:c123074-121932|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JJB7|UniRef50_D9RWH3,ec:0.0.0.0,,
3354,gi|224485572|ref|NZ_EQ973358.1|:402527-403741|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6KBI1|UniRef50_O06923,ec:0.0.0.0,,
3355,gi|224485572|ref|NZ_EQ973358.1|:363088-364329|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R5U3S3|UniRef50_R6ZQ01,ec:0.0.0.0,,
3356,gi|224485572|ref|NZ_EQ973358.1|:c32196-30958|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R7L238|UniRef50_R5NFM0,ec:0.0.0.0,,
3357,gi|224485583|ref|NZ_EQ973369.1|:c30361-29168|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R5U104|UniRef50_R5U104,ec:2.3.1.47,ec:2.3.1.47,Metabolism of cofactors and vitamins
3357,gi|224485583|ref|NZ_EQ973369.1|:c30361-29168|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R5U104|UniRef50_R5U104,ec:2.3.1.47,ec:2.3.1.47,Global and overview maps
3357,gi|224485583|ref|NZ_EQ973369.1|:c30361-29168|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R5U104|UniRef50_R5U104,ec:2.3.1.47,ec:2.3.1.47,Global and overview maps
3358,gi|224485579|ref|NZ_EQ973365.1|:137999-139186|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6CY24|UniRef50_D6CY24,ec:0.0.0.0,,
3359,gi|224485574|ref|NZ_EQ973360.1|:c180234-179023|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6RSA4|UniRef50_B1LE56,ec:2.8.1.7,ec:2.8.1.7,Metabolism of cofactors and vitamins
3359,gi|224485574|ref|NZ_EQ973360.1|:c180234-179023|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6RSA4|UniRef50_B1LE56,ec:2.8.1.7,ec:2.8.1.7,Global and overview maps
3360,gi|298376880|ref|NZ_GG774763.1|:c35930-35241|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_R6IIP5|UniRef50_Q9ZJW8,ec:0.0.0.0,,
3361,gi|298374875|ref|NZ_GG774760.1|:760365-761015|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LAH1|UniRef50_R5JDA3,ec:0.0.0.0,,
3362,gi|298373853|ref|NZ_GG774759.1|:495815-496543|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_K6A8P9|UniRef50_R5LVL8,ec:0.0.0.0,,
3363,gi|298373853|ref|NZ_GG774759.1|:c1130290-1129547|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_R6X5K9|UniRef50_E4TQQ9,ec:0.0.0.0,,
3364,gi|298377450|ref|NZ_GG774765.1|:c144247-143504|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6L995|UniRef50_A6L995,ec:0.0.0.0,,
3365,gi|298373853|ref|NZ_GG774759.1|:1084036-1084740|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LI75|UniRef50_A6LI75,ec:0.0.0.0,,
3366,gi|298376880|ref|NZ_GG774763.1|:48739-49332|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LFE8|UniRef50_Q8A0U0,ec:3.5.4.16,ec:3.5.4.16,Metabolism of cofactors and vitamins
3366,gi|298376880|ref|NZ_GG774763.1|:48739-49332|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LFE8|UniRef50_Q8A0U0,ec:3.5.4.16,ec:3.5.4.16,Global and overview maps
3367,gi|298377627|ref|NZ_GG774766.1|:c3838-3269|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_R6IT14|UniRef50_R7JHH1,ec:0.0.0.0,,
3368,gi|298373853|ref|NZ_GG774759.1|:639056-639619|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LHB5|UniRef50_A6LHB5,ec:0.0.0.0,,
3369,gi|298373853|ref|NZ_GG774759.1|:c1161440-1160865|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LID6|UniRef50_R5B908,ec:0.0.0.0,,
3370,gi|298375721|ref|NZ_GG774761.1|:262065-262667|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_R6JBS7|UniRef50_R6JBS7,ec:0.0.0.0,,
3371,gi|298375721|ref|NZ_GG774761.1|:79583-80200|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LEJ1|UniRef50_A8LC56,ec:0.0.0.0,,
3372,gi|298374875|ref|NZ_GG774760.1|:509210-509824|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6L9P2|UniRef50_R5JBK0,ec:0.0.0.0,,
3373,gi|298374875|ref|NZ_GG774760.1|:701626-702519|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LA57|UniRef50_A6L5G7,ec:4.3.3.7,ec:4.3.3.7,Biosynthesis of other secondary metabolites
3373,gi|298374875|ref|NZ_GG774760.1|:701626-702519|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LA57|UniRef50_A6L5G7,ec:4.3.3.7,ec:4.3.3.7,Amino acid metabolism
3373,gi|298374875|ref|NZ_GG774760.1|:701626-702519|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LA57|UniRef50_A6L5G7,ec:4.3.3.7,ec:4.3.3.7,Global and overview maps
3373,gi|298374875|ref|NZ_GG774760.1|:701626-702519|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LA57|UniRef50_A6L5G7,ec:4.3.3.7,ec:4.3.3.7,Global and overview maps
3373,gi|298374875|ref|NZ_GG774760.1|:701626-702519|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LA57|UniRef50_A6L5G7,ec:4.3.3.7,ec:4.3.3.7,Global and overview maps
3373,gi|298374875|ref|NZ_GG774760.1|:701626-702519|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LA57|UniRef50_A6L5G7,ec:4.3.3.7,ec:4.3.3.7,Global and overview maps
3374,gi|298377232|ref|NZ_GG774764.1|:273506-274366|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_R5I7R5|UniRef50_R5SPN7,ec:0.0.0.0,,
3375,gi|298377450|ref|NZ_GG774765.1|:186042-186965|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6L9B8|UniRef50_R7JJL0,ec:0.0.0.0,,
3376,gi|298373853|ref|NZ_GG774759.1|:c832636-831704|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_K6A9T8|UniRef50_R5DMK3,ec:0.0.0.0,,
3377,gi|298376880|ref|NZ_GG774763.1|:77067-77963|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_R6WWE4|UniRef50_R6WWE4,ec:3.5.3.1,ec:3.5.3.1,Amino acid metabolism
3377,gi|298376880|ref|NZ_GG774763.1|:77067-77963|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_R6WWE4|UniRef50_R6WWE4,ec:3.5.3.1,ec:3.5.3.1,Amino acid metabolism
3377,gi|298376880|ref|NZ_GG774763.1|:77067-77963|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_R6WWE4|UniRef50_R6WWE4,ec:3.5.3.1,ec:3.5.3.1,Global and overview maps
3377,gi|298376880|ref|NZ_GG774763.1|:77067-77963|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_R6WWE4|UniRef50_R6WWE4,ec:3.5.3.1,ec:3.5.3.1,Global and overview maps
3377,gi|298376880|ref|NZ_GG774763.1|:77067-77963|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_R6WWE4|UniRef50_R6WWE4,ec:3.5.3.1,ec:3.5.3.1,Global and overview maps
3378,gi|298376880|ref|NZ_GG774763.1|:267641-268420|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LF14|UniRef50_O83296,ec:0.0.0.0,,
3379,gi|298377627|ref|NZ_GG774766.1|:128516-129295|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_R6ITZ8|UniRef50_R5IAT4,ec:0.0.0.0,,
3380,gi|298377450|ref|NZ_GG774765.1|:46939-47712|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6L923|UniRef50_R6IT38,ec:0.0.0.0,,
3381,gi|298376880|ref|NZ_GG774763.1|:c132641-131880|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LF92|UniRef50_A6LF92,ec:0.0.0.0,,
3382,gi|298373853|ref|NZ_GG774759.1|:243128-243889|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_R5DK04|UniRef50_R5WT57,ec:0.0.0.0,,
3383,gi|298376338|ref|NZ_GG774762.1|:301929-302693|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LBU4|UniRef50_A6LBU4,ec:0.0.0.0,,
3384,gi|298374875|ref|NZ_GG774760.1|:c1027538-1027251|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LB18|UniRef50_A6LB18,ec:0.0.0.0,,
3385,gi|298374875|ref|NZ_GG774760.1|:989227-989607|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LAY0|UniRef50_R7JDU6,ec:0.0.0.0,,
3386,gi|298373853|ref|NZ_GG774759.1|:536284-536619|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_unknown|UniRef50_R7J1D6,ec:0.0.0.0,,
